InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
58853,42344.80611,Canada,2154,CAN3,Female,11,41-42,9,129,0.2,2015,12,103.2
58854,42345.01611,United States,2184,US12,Female,9,39-40,7,189,0,2015,12,189
58855,42345.05611,Canada,2221,CAN7,Male,9.5,42-43,9,189,0,2015,12,189
58856,42345.06611,United States,2154,US1,Male,9.5,42-43,9,189,0,2015,12,189
58857,42345.35611,Germany,2236,GER2,Female,10,40-41,8,199,0,2015,12,199
58858,42345.35611,Germany,2150,GER2,Male,10,43,9.5,169,0,2015,12,169
58859,42345.35611,Germany,2224,GER1,Female,8,38-39,6,169,0.3,2015,12,118.3
58860,42345.39611,Canada,2193,CAN6,Male,10.5,43-44,10,149,0,2015,12,149
58861,42345.41611,United Kingdom,2200,UK1,Male,9.5,42-43,9,199,0.2,2015,12,159.2
58861,42345.41611,United Kingdom,2177,UK3,Male,10,43,9.5,149,0.5,2015,12,74.5
58862,42345.41611,Germany,2205,GER1,Female,7.5,38,5.5,149,0.1,2015,12,134.1
58863,42345.51611,Canada,2167,CAN1,Male,9.5,42-43,9,179,0,2015,12,179
58864,42345.58611,United States,2164,US6,Female,8.5,39,6.5,199,0,2015,12,199
58865,42345.61611,Canada,2168,CAN6,Male,10,43,9.5,189,0.1,2015,12,170.1
58866,42345.64611,Canada,2223,CAN6,Male,9.5,42-43,9,189,0.2,2015,12,151.2
58867,42345.69611,United States,2228,US10,Male,10.5,43-44,10,129,0,2015,12,129
58868,42345.74611,Germany,2192,GER2,Female,6.5,37,4.5,169,0.2,2015,12,135.2
58869,42345.80611,United States,2149,US10,Male,10,43,9.5,159,0,2015,12,159
58870,42345.94611,United States,2182,US13,Female,8,38-39,6,139,0.3,2015,12,97.3
58870,42345.94611,United States,2183,US10,Female,8,38-39,6,139,0,2015,12,139
58871,42346.00611,United States,2233,US5,Female,8,38-39,6,179,0,2015,12,179
58872,42346.01611,United States,2239,US12,Female,9,39-40,7,169,0,2015,12,169
58873,42346.05611,Canada,2198,CAN7,Male,11,44,10.5,159,0,2015,12,159
58874,42346.06611,Germany,2215,GER2,Male,10.5,43-44,10,139,0,2015,12,139
58874,42346.06611,Germany,2172,GER1,Female,9.5,40,7.5,129,0,2015,12,129
58875,42346.13611,United States,2168,US13,Female,5.5,36,3.5,159,0,2015,12,159
58876,42346.41611,United Kingdom,2200,UK1,Male,9.5,42-43,9,199,0.2,2015,12,159.2
58877,42346.41611,Germany,2164,GER2,Male,12,45,11.5,139,0.2,2015,12,111.2
58878,42346.54611,Germany,2179,GER2,Male,9,42,8.5,199,0.5,2015,12,99.5
58879,42346.58611,United States,2156,US13,Female,8.5,39,6.5,199,0,2015,12,199
58880,42346.61611,Canada,2221,CAN7,Male,9.5,42-43,9,189,0,2015,12,189
58881,42346.72611,United States,2209,US1,Female,8,38-39,6,199,0.3,2015,12,139.3
58882,42346.95611,United States,2230,US15,Female,8,38-39,6,129,0,2015,12,129
58883,42346.97611,Canada,2154,CAN3,Female,11,41-42,9,129,0.2,2015,12,103.2
58884,42346.98611,United Kingdom,2207,UK5,Female,8.5,39,6.5,179,0,2015,12,179
58885,42347.11611,United States,2178,US15,Male,9.5,42-43,9,159,0.1,2015,12,143.1
58886,42347.15611,United States,2212,US13,Female,8.5,39,6.5,169,0,2015,12,169
58887,42347.38611,Germany,2183,GER2,Male,10.5,43-44,10,159,0,2015,12,159
58888,42347.41611,Germany,2225,GER1,Male,9,42,8.5,159,0,2015,12,159
58889,42347.48611,Canada,2176,CAN6,Male,9,42,8.5,129,0.1,2015,12,116.1
58890,42347.70611,United Kingdom,2211,UK5,Male,11.5,44-45,11,129,0,2015,12,129
58891,42347.73611,Canada,2149,CAN6,Male,14,47,13.5,129,0.3,2015,12,90.3
58892,42347.74611,Canada,2150,CAN6,Male,10,43,9.5,189,0,2015,12,189
58893,42347.81611,Canada,2234,CAN7,Female,8,38-39,6,199,0,2015,12,199
58894,42347.90611,United States,2167,US2,Male,6.5,39,6,129,0.2,2015,12,103.2
58895,42347.94611,United States,2234,US15,Male,13,46,12.5,189,0,2015,12,189
58896,42347.98611,United States,2158,US12,Male,7,40,6.5,189,0.1,2015,12,170.1
58897,42348.01611,Germany,2183,GER1,Male,9.5,42-43,9,149,0.5,2015,12,74.5
58898,42348.02611,Germany,2205,GER1,Female,7.5,38,5.5,149,0.1,2015,12,134.1
58899,42348.11611,Germany,2208,GER1,Male,9,42,8.5,189,0,2015,12,189
58899,42348.11611,Germany,2189,GER2,Male,9.5,42-43,9,179,0,2015,12,179
58900,42348.11611,Canada,2210,CAN6,Male,10.5,43-44,10,159,0.2,2015,12,127.2
58901,42348.18611,United States,2213,US13,Male,9.5,42-43,9,139,0,2015,12,139
58902,42348.38611,Germany,2176,GER2,Male,9.5,42-43,9,139,0.2,2015,12,111.2
58903,42348.40611,United States,2173,US15,Male,10.5,43-44,10,149,0,2015,12,149
58904,42348.40611,Germany,2224,GER3,Male,9,42,8.5,179,0,2015,12,179
58905,42348.64611,Canada,2233,CAN1,Female,9,39-40,7,129,0,2015,12,129
58906,42348.70611,United States,2149,US13,Male,10.5,43-44,10,139,0.3,2015,12,97.3
58907,42348.72611,Germany,2178,GER2,Male,10,43,9.5,179,0,2015,12,179
58908,42348.74611,Canada,2165,CAN6,Female,8,38-39,6,139,0,2015,12,139
58909,42348.88611,United States,2204,US6,Male,10.5,43-44,10,149,0.1,2015,12,134.1
58910,42348.92611,Germany,2149,GER2,Female,8.5,39,6.5,139,0.1,2015,12,125.1
58911,42348.92611,Canada,2168,CAN6,Male,10,43,9.5,189,0.1,2015,12,170.1
58912,42348.95611,United States,2202,US15,Female,8,38-39,6,199,0,2015,12,199
58913,42349.11611,United States,2209,US1,Female,8,38-39,6,199,0.3,2015,12,139.3
58914,42349.11611,Canada,2218,CAN2,Male,10.5,43-44,10,179,0,2015,12,179
58915,42349.15611,United States,2185,US13,Female,8.5,39,6.5,179,0.1,2015,12,161.1
58916,42349.22611,United Kingdom,2231,UK3,Female,8.5,39,6.5,179,0,2015,12,179
58917,42349.48611,Canada,2207,CAN6,Female,6.5,37,4.5,199,0,2015,12,199
58918,42349.66611,Germany,2171,GER2,Female,9,39-40,7,129,0,2015,12,129
58919,42349.70611,United States,2232,US15,Female,9,39-40,7,179,0,2015,12,179
58920,42349.73611,United Kingdom,2232,UK5,Female,7,37-38,5,169,0,2015,12,169
58921,42349.77611,Germany,2159,GER1,Female,9,39-40,7,189,0,2015,12,189
58922,42349.81611,Germany,2176,GER2,Male,9.5,42-43,9,139,0.2,2015,12,111.2
58923,42349.88611,United States,2191,US8,Male,11,44,10.5,179,0.5,2015,12,89.5
58924,42350.01611,United Kingdom,2218,UK4,Male,6,39,5.5,159,0.5,2015,12,79.5
58925,42350.02611,United States,2147,US15,Male,9.5,42-43,9,129,0,2015,12,129
58926,42350.09611,Canada,2236,CAN6,Male,8.5,41-42,8,189,0,2015,12,189
58927,42350.11611,Germany,2204,GER1,Male,9.5,42-43,9,139,0,2015,12,139
58927,42350.11611,Germany,2208,GER1,Male,9,42,8.5,189,0,2015,12,189
58928,42350.22611,United States,2203,US12,Male,7.5,40-41,7,129,0,2015,12,129
58929,42350.28611,United States,2191,US6,Male,9,42,8.5,129,0,2015,12,129
58930,42350.47611,United Kingdom,2165,UK3,Male,10,43,9.5,189,0.2,2015,12,151.2
58931,42350.47611,Canada,2220,CAN2,Female,8,38-39,6,199,0.1,2015,12,179.1
58932,42350.60611,United States,2161,US8,Male,9.5,42-43,9,169,0,2015,12,169
58933,42350.64611,Canada,2174,CAN2,Female,11,41-42,9,179,0,2015,12,179
58934,42350.64611,United Kingdom,2177,UK3,Male,10,43,9.5,149,0.5,2015,12,74.5
58935,42350.74611,Canada,2212,CAN1,Female,8,38-39,6,129,0.5,2015,12,64.5
58936,42350.88611,United States,2205,US10,Male,9,42,8.5,169,0,2015,12,169
58937,42350.90611,Germany,2204,GER2,Male,10,43,9.5,199,0,2015,12,199
58938,42350.94611,United States,2204,US6,Male,10.5,43-44,10,149,0.1,2015,12,134.1
58939,42350.96611,Germany,2161,GER1,Male,9,42,8.5,179,0,2015,12,179
58940,42350.96611,United Kingdom,2188,UK3,Female,7.5,38,5.5,199,0,2015,12,199
58941,42351.08611,United States,2182,US7,Male,10.5,43-44,10,199,0,2015,12,199
58942,42351.28611,Germany,2151,GER2,Female,10,40-41,8,139,0,2015,12,139
58943,42351.43611,Germany,2163,GER3,Male,9.5,42-43,9,179,0,2015,12,179
58944,42351.47611,Canada,2199,CAN5,Male,15,48,14.5,149,0,2015,12,149
58945,42351.49611,Germany,2238,GER3,Female,8.5,39,6.5,149,0,2015,12,149
58946,42351.58611,Germany,2211,GER1,Female,7.5,38,5.5,169,0,2015,12,169
58947,42351.60611,United States,2177,US9,Male,11,44,10.5,189,0.3,2015,12,132.3
58948,42351.64611,United States,2236,US14,Male,11.5,44-45,11,169,0,2015,12,169
58949,42351.94611,United States,2191,US8,Male,11,44,10.5,179,0.5,2015,12,89.5
58950,42351.96611,Germany,2208,GER1,Male,11.5,44-45,11,199,0,2015,12,199
58951,42352.01611,United Kingdom,2170,UK4,Male,8,41,7.5,159,0.1,2015,12,143.1
58952,42352.03611,Canada,2239,CAN5,Male,8.5,41-42,8,179,0.1,2015,12,161.1
58953,42352.04611,United States,2227,US13,Male,10,43,9.5,129,0,2015,12,129
58954,42352.08611,United States,2161,US8,Male,9.5,42-43,9,169,0,2015,12,169
58955,42352.09611,Canada,2228,CAN3,Female,7.5,38,5.5,189,0.1,2015,12,170.1
58956,42352.10611,United States,2166,US9,Male,9,42,8.5,149,0,2015,12,149
58957,42352.13611,Canada,2168,CAN3,Male,9,42,8.5,179,0,2015,12,179
58958,42352.15611,United States,2233,US6,Female,8,38-39,6,139,0.1,2015,12,125.1
58959,42352.17611,United States,2208,US13,Male,9.5,42-43,9,149,0,2015,12,149
58960,42352.19611,United Kingdom,2221,UK5,Female,7.5,38,5.5,149,0.2,2015,12,119.2
58961,42352.46611,Germany,2235,GER2,Female,7,37-38,5,159,0.2,2015,12,127.2
58962,42352.47611,Germany,2204,GER2,Female,6.5,37,4.5,189,0.3,2015,12,132.3
58962,42352.47611,Germany,2161,GER1,Male,13,46,12.5,159,0.1,2015,12,143.1
58963,42352.49611,United States,2156,US15,Male,11.5,44-45,11,129,0.5,2015,12,64.5
58964,42352.62611,Canada,2162,CAN6,Male,10.5,43-44,10,129,0.2,2015,12,103.2
58965,42352.71611,United States,2188,US15,Male,10,43,9.5,189,0,2015,12,189
58965,42352.71611,United States,2207,US15,Male,10,43,9.5,189,0,2015,12,189
58966,42352.94611,United States,2187,US12,Female,9,39-40,7,139,0,2015,12,139
58967,42352.96611,Germany,2224,GER3,Male,9,42,8.5,179,0,2015,12,179
58967,42352.96611,Germany,2208,GER1,Male,11.5,44-45,11,199,0,2015,12,199
58968,42353.03611,Canada,2224,CAN6,Male,10,43,9.5,169,0,2015,12,169
58969,42353.04611,United States,2172,US13,Male,8.5,41-42,8,189,0,2015,12,189
58970,42353.10611,United States,2171,US13,Male,12,45,11.5,189,0,2015,12,189
58971,42353.10611,Germany,2226,GER1,Female,6.5,37,4.5,129,0.2,2015,12,103.2
58972,42353.13611,Canada,2208,CAN7,Male,8.5,41-42,8,179,0.5,2015,12,89.5
58973,42353.16611,Canada,2174,CAN2,Female,11,41-42,9,179,0,2015,12,179
58974,42353.17611,United States,2222,US10,Male,9,42,8.5,159,0.2,2015,12,127.2
58975,42353.19611,Germany,2229,GER2,Male,9.5,42-43,9,159,0,2015,12,159
58976,42353.23611,United States,2169,US12,Female,5.5,36,3.5,139,0.2,2015,12,111.2
58977,42353.34611,United States,2149,US1,Male,11.5,44-45,11,129,0,2015,12,129
58978,42353.40611,Canada,2163,CAN2,Male,7.5,40-41,7,169,0,2015,12,169
58979,42353.46611,Germany,2160,GER3,Female,7,37-38,5,149,0,2015,12,149
58980,42353.47611,United States,2236,US14,Female,8.5,39,6.5,139,0.5,2015,12,69.5
58981,42353.54611,Germany,2237,GER1,Male,10.5,43-44,10,149,0.5,2015,12,74.5
58982,42353.62611,Canada,2204,CAN7,Male,9,42,8.5,189,0,2015,12,189
58983,42353.70611,Canada,2239,CAN5,Male,8.5,41-42,8,179,0.1,2015,12,161.1
58984,42353.71611,United States,2213,US15,Male,10,43,9.5,129,0,2015,12,129
58984,42353.71611,United States,2207,US15,Male,10,43,9.5,189,0,2015,12,189
58985,42353.79611,Germany,2209,GER2,Female,7.5,38,5.5,169,0,2015,12,169
58986,42353.84611,Germany,2201,GER1,Female,8,38-39,6,199,0.2,2015,12,159.2
58987,42353.86611,United Kingdom,2207,UK5,Female,8.5,39,6.5,179,0,2015,12,179
58988,42353.94611,United Kingdom,2147,UK1,Male,8.5,41-42,8,179,0,2015,12,179
58989,42354.00611,Germany,2153,GER1,Male,10.5,43-44,10,159,0,2015,12,159
58990,42354.10611,Germany,2207,GER1,Female,6.5,37,4.5,149,0,2015,12,149
58991,42354.12611,United States,2214,US15,Male,11.5,44-45,11,159,0,2015,12,159
58992,42354.13611,Germany,2179,GER2,Female,7,37-38,5,149,0,2015,12,149
58993,42354.16611,United States,2222,US5,Female,9,39-40,7,199,0,2015,12,199
58993,42354.16611,United States,2236,US14,Male,11.5,44-45,11,169,0,2015,12,169
58994,42354.17611,United States,2153,US10,Male,9,42,8.5,139,0.3,2015,12,97.3
58995,42354.19611,United States,2195,US11,Female,8.5,39,6.5,199,0,2015,12,199
58996,42354.19611,Germany,2163,GER2,Male,10,43,9.5,189,0.1,2015,12,170.1
58996,42354.19611,Germany,2158,GER1,Male,10,43,9.5,149,0,2015,12,149
58997,42354.19611,Germany,2161,GER1,Male,9,42,8.5,179,0,2015,12,179
58998,42354.23611,Canada,2157,CAN2,Male,7,40,6.5,149,0.2,2015,12,119.2
58999,42354.36611,Germany,2181,GER1,Female,11,41-42,9,139,0,2015,12,139
59000,42354.40611,Canada,2212,CAN2,Female,7.5,38,5.5,149,0,2015,12,149
59001,42354.71611,United States,2188,US15,Male,10,43,9.5,189,0,2015,12,189
59002,42354.71611,United States,2226,US12,Female,8,38-39,6,179,0,2015,12,179
59003,42354.71611,Germany,2226,GER2,Male,9,42,8.5,129,0.2,2015,12,103.2
59004,42354.79611,Germany,2151,GER2,Male,9,42,8.5,139,0.2,2015,12,111.2
59005,42354.84611,Germany,2215,GER1,Female,8,38-39,6,159,0.5,2015,12,79.5
59006,42354.86611,United States,2169,US10,Male,9.5,42-43,9,149,0.2,2015,12,119.2
59007,42354.86611,United States,2158,US12,Male,7,40,6.5,189,0.1,2015,12,170.1
59008,42354.94611,United Kingdom,2218,UK4,Male,6,39,5.5,159,0.5,2015,12,79.5
59009,42355.10611,Canada,2217,CAN7,Male,9,42,8.5,199,0,2015,12,199
59010,42355.19611,United States,2221,US14,Male,9.5,42-43,9,189,0.1,2015,12,170.1
59010,42355.19611,United States,2195,US11,Female,8.5,39,6.5,199,0,2015,12,199
59011,42355.19611,Germany,2204,GER2,Male,10,43,9.5,199,0,2015,12,199
59011,42355.19611,Germany,2163,GER2,Male,10,43,9.5,189,0.1,2015,12,170.1
59012,42355.36611,Canada,2170,CAN1,Female,11,41-42,9,159,0.5,2015,12,79.5
59013,42355.36611,United States,2214,US12,Female,8,38-39,6,189,0.2,2015,12,151.2
59014,42355.38611,Germany,2149,GER3,Female,7,37-38,5,199,0.1,2015,12,179.1
59015,42355.38611,Canada,2231,CAN1,Male,11.5,44-45,11,129,0.1,2015,12,116.1
59016,42355.40611,Canada,2239,CAN5,Male,11.5,44-45,11,139,0.5,2015,12,69.5
59017,42355.45611,Germany,2208,GER1,Male,9.5,42-43,9,159,0,2015,12,159
59018,42355.54611,Germany,2234,GER2,Male,8,41,7.5,189,0,2015,12,189
59019,42355.58611,Canada,2222,CAN2,Female,9,39-40,7,199,0.1,2015,12,179.1
59020,42355.60611,Germany,2193,GER1,Male,9,42,8.5,189,0,2015,12,189
59021,42355.62611,United States,2166,US15,Male,11,44,10.5,129,0,2015,12,129
59022,42355.67611,United Kingdom,2159,UK5,Male,9.5,42-43,9,179,0,2015,12,179
59023,42355.71611,United States,2226,US12,Female,8,38-39,6,179,0,2015,12,179
59024,42355.71611,Germany,2240,GER2,Male,9.5,42-43,9,129,0,2015,12,129
59025,42355.78611,United States,2204,US13,Male,11,44,10.5,129,0,2015,12,129
59026,42355.78611,Canada,2200,CAN6,Male,11,44,10.5,129,0,2015,12,129
59027,42355.84611,Germany,2224,GER2,Female,8,38-39,6,159,0,2015,12,159
59028,42355.94611,United States,2149,US1,Male,11,44,10.5,159,0,2015,12,159
59029,42356.02611,Germany,2229,GER2,Male,9.5,42-43,9,159,0,2015,12,159
59030,42356.15611,Germany,2234,GER1,Female,8.5,39,6.5,139,0,2015,12,139
59031,42356.36611,United States,2163,US14,Female,7,37-38,5,159,0,2015,12,159
59031,42356.36611,United States,2239,US8,Female,8,38-39,6,189,0.5,2015,12,94.5
59031,42356.36611,United States,2242,US11,Male,9.5,42-43,9,189,0,2015,12,189
59032,42356.38611,Canada,2231,CAN1,Male,11.5,44-45,11,129,0.1,2015,12,116.1
59033,42356.45611,Germany,2153,GER1,Male,10.5,43-44,10,159,0,2015,12,159
59034,42356.54611,United States,2231,US7,Female,8,38-39,6,159,0.5,2015,12,79.5
59035,42356.58611,Canada,2222,CAN2,Female,9,39-40,7,199,0.1,2015,12,179.1
59036,42356.60611,Germany,2209,GER2,Female,7.5,38,5.5,169,0,2015,12,169
59037,42356.62611,United States,2166,US15,Male,11,44,10.5,129,0,2015,12,129
59038,42356.67611,United Kingdom,2225,UK2,Male,8.5,41-42,8,169,0,2015,12,169
59039,42356.71611,Germany,2186,GER2,Male,10,43,9.5,189,0.5,2015,12,94.5
59039,42356.71611,Germany,2226,GER2,Male,9,42,8.5,129,0.2,2015,12,103.2
59040,42356.78611,Canada,2239,CAN5,Male,15,48,14.5,159,0.3,2015,12,111.3
59041,42356.94611,United States,2182,US7,Male,10.5,43-44,10,199,0,2015,12,199
59042,42357.02611,Germany,2158,GER1,Male,10,43,9.5,149,0,2015,12,149
59043,42357.30611,Canada,2220,CAN6,Female,7,37-38,5,139,0,2015,12,139
59044,42357.35611,Canada,2186,CAN2,Female,8,38-39,6,179,0.5,2015,12,89.5
59045,42357.38611,Canada,2215,CAN7,Male,10,43,9.5,149,0.3,2015,12,104.3
59045,42357.38611,Canada,2181,CAN1,Male,10.5,43-44,10,169,0.5,2015,12,84.5
59046,42357.54611,Germany,2215,GER1,Male,9.5,42-43,9,139,0,2015,12,139
59047,42357.57611,United States,2197,US9,Male,7,40,6.5,139,0.2,2015,12,111.2
59048,42357.58611,United Kingdom,2228,UK4,Male,8,41,7.5,149,0.2,2015,12,119.2
59049,42357.60611,Germany,2151,GER2,Male,9,42,8.5,139,0.2,2015,12,111.2
59050,42357.62611,United States,2199,US15,Male,10.5,43-44,10,139,0,2015,12,139
59051,42357.63611,Canada,2188,CAN2,Male,15,48,14.5,129,0,2015,12,129
59052,42357.78611,Germany,2170,GER2,Female,7,37-38,5,139,0,2015,12,139
59053,42357.94611,United States,2161,US8,Male,9.5,42-43,9,169,0,2015,12,169
59054,42358.09611,United States,2188,US3,Female,9.5,40,7.5,159,0,2015,12,159
59055,42358.10611,Canada,2198,CAN2,Male,10,43,9.5,139,0,2015,12,139
59056,42358.14611,United States,2222,US12,Male,10.5,43-44,10,149,0,2015,12,149
59057,42358.19611,United States,2212,US15,Male,9,42,8.5,129,0,2015,12,129
59058,42358.40611,Canada,2197,CAN2,Female,10,40-41,8,169,0.5,2015,12,84.5
59059,42358.54611,United States,2210,US15,Male,7.5,40-41,7,199,0,2015,12,199
59060,42358.54611,Germany,2229,GER2,Male,9.5,42-43,9,159,0,2015,12,159
59061,42358.57611,United States,2226,US14,Female,9.5,40,7.5,179,0.1,2015,12,161.1
59062,42358.63611,Canada,2222,CAN1,Female,7.5,38,5.5,129,0,2015,12,129
59063,42358.76611,Germany,2203,GER2,Female,8,38-39,6,129,0.5,2015,12,64.5
59064,42358.76611,Canada,2174,CAN2,Male,11.5,44-45,11,189,0.1,2015,12,170.1
59065,42358.91611,United States,2187,US12,Female,9,39-40,7,139,0,2015,12,139
59066,42358.99611,United States,2189,US13,Female,8.5,39,6.5,199,0,2015,12,199
59067,42359.10611,Canada,2185,CAN6,Female,6,36-37,4,169,0,2015,12,169
59068,42359.19611,United States,2222,US13,Female,9.5,40,7.5,149,0.1,2015,12,134.1
59069,42359.19611,Germany,2175,GER3,Female,8.5,39,6.5,159,0,2015,12,159
59070,42359.35611,Germany,2152,GER2,Male,9.5,42-43,9,189,0,2015,12,189
59071,42359.46611,Canada,2205,CAN2,Male,10,43,9.5,169,0.2,2015,12,135.2
59072,42359.48611,United States,2239,US2,Female,8.5,39,6.5,159,0.3,2015,12,111.3
59073,42359.54611,United States,2149,US1,Male,11,44,10.5,159,0,2015,12,159
59073,42359.54611,United States,2201,US4,Male,9.5,42-43,9,179,0.3,2015,12,125.3
59074,42359.54611,Germany,2238,GER3,Female,8.5,39,6.5,149,0,2015,12,149
59075,42359.67611,Germany,2232,GER1,Female,8,38-39,6,139,0.1,2015,12,125.1
59076,42359.76611,Canada,2150,CAN3,Male,8.5,41-42,8,169,0,2015,12,169
59077,42359.78611,Germany,2179,GER1,Female,7.5,38,5.5,199,0,2015,12,199
59078,42359.78611,Germany,2158,GER3,Male,10.5,43-44,10,159,0.1,2015,12,143.1
59079,42359.83611,Germany,2154,GER2,Male,10.5,43-44,10,169,0,2015,12,169
59079,42359.83611,Germany,2227,GER3,Male,9.5,42-43,9,129,0.1,2015,12,116.1
59079,42359.83611,Germany,2152,GER1,Male,9.5,42-43,9,149,0.2,2015,12,119.2
59080,42359.84611,United States,2162,US12,Female,8,38-39,6,189,0,2015,12,189
59081,42359.89611,Germany,2153,GER3,Male,9.5,42-43,9,189,0,2015,12,189
59082,42359.99611,United States,2164,US6,Female,8.5,39,6.5,199,0,2015,12,199
59083,42360.00611,Canada,2211,CAN7,Female,8.5,39,6.5,149,0,2015,12,149
59084,42360.02611,United States,2234,US10,Male,9,42,8.5,129,0.3,2015,12,90.3
59085,42360.04611,United Kingdom,2165,UK4,Female,8.5,39,6.5,179,0,2015,12,179
59086,42360.05611,Canada,2173,CAN2,Female,9.5,40,7.5,199,0,2015,12,199
59087,42360.11611,United States,2217,US5,Female,8,38-39,6,129,0.2,2015,12,103.2
59088,42360.14611,Canada,2163,CAN2,Male,7.5,40-41,7,169,0,2015,12,169
59089,42360.19611,United States,2195,US6,Male,12,45,11.5,169,0.1,2015,12,152.1
59090,42360.61611,Canada,2166,CAN1,Male,9.5,42-43,9,149,0,2015,12,149
59091,42360.67611,Germany,2193,GER2,Male,9.5,42-43,9,139,0,2015,12,139
59092,42360.76611,Germany,2184,GER2,Female,6,36-37,4,159,0.3,2015,12,111.3
59093,42360.78611,Germany,2178,GER1,Male,8,41,7.5,159,0,2015,12,159
59094,42360.81611,Germany,2236,GER2,Female,8.5,39,6.5,199,0,2015,12,199
59095,42360.83611,Germany,2232,GER1,Male,9.5,42-43,9,159,0,2015,12,159
59095,42360.83611,Germany,2151,GER2,Male,11,44,10.5,129,0,2015,12,129
59096,42360.83611,United Kingdom,2228,UK3,Female,7.5,38,5.5,199,0,2015,12,199
59097,42360.84611,Germany,2197,GER1,Male,9.5,42-43,9,149,0,2015,12,149
59098,42360.89611,Canada,2186,CAN2,Female,8,38-39,6,179,0.5,2015,12,89.5
59099,42361.00611,Canada,2236,CAN7,Female,8.5,39,6.5,129,0,2015,12,129
59100,42361.04611,United States,2173,US12,Male,14,47,13.5,179,0,2015,12,179
59101,42361.05611,Canada,2203,CAN6,Female,9.5,40,7.5,169,0,2015,12,169
59102,42361.08611,United Kingdom,2193,UK4,Female,8.5,39,6.5,129,0,2015,12,129
59103,42361.46611,Canada,2234,CAN1,Male,9.5,42-43,9,149,0.3,2015,12,104.3
59104,42361.48611,United States,2214,US14,Male,12,45,11.5,159,0.2,2015,12,127.2
59105,42361.70611,United Kingdom,2221,UK5,Male,12,45,11.5,199,0.2,2015,12,159.2
59106,42361.78611,Germany,2193,GER1,Male,9,42,8.5,189,0,2015,12,189
59107,42361.81611,United States,2213,US13,Male,9.5,42-43,9,139,0,2015,12,139
59108,42361.83611,Germany,2237,GER1,Male,10.5,43-44,10,149,0.5,2015,12,74.5
59108,42361.83611,Germany,2154,GER2,Male,10.5,43-44,10,169,0,2015,12,169
59108,42361.83611,Germany,2232,GER1,Male,9.5,42-43,9,159,0,2015,12,159
59108,42361.83611,Germany,2236,GER2,Male,9.5,42-43,9,129,0.2,2015,12,103.2
